patent_id,title,abstract,cpc_code,text
HH0100103,An apparatus and method for improving the bit error rate of multiplexed signals in a multiplexer sys,"An apparatus and method for improving the bit error rate of multiplexed signals in a multiplexer system includes independently controlling two types of timing errors. The first type of timing error is related to the timing of transitions between alternating portions of the multiplexed output signal. The second type of timing error is related to the amplitude of the crossing points of the multiplexed signal portions. Varying the duty cycle of the clock signal to the multiplexer controls the transition between the alternating portions of the multiplexed output signal, and adding a voltage offset between single-ended components of the multiplexed output signal controls the amplitude of the crossing points between the one/zero and zero/one transitions of the multiplexed outut signal. The two types of timing errors are controlled with two separate control voltage ports that are independently and continuously variable in order to achieve the optimum bit error rate.",H01L,"An apparatus and method for improving the bit error rate of multiplexed signals in a multiplexer sys. An apparatus and method for improving the bit error rate of multiplexed signals in a multiplexer system includes independently controlling two types of timing errors. The first type of timing error is related to the timing of transitions between alternating portions of the multiplexed output signal. The second type of timing error is related to the amplitude of the crossing points of the multiplexed signal portions. Varying the duty cycle of the clock signal to the multiplexer controls the transition between the alternating portions of the multiplexed output signal, and adding a voltage offset between single-ended components of the multiplexed output signal controls the amplitude of the crossing points between the one/zero and zero/one transitions of the multiplexed outut signal. The two types of timing errors are controlled with two separate control voltage ports that are independently and continuously variable in order to achieve the optimum bit error rate."
HH0100104,The specification relates to a repeaterless branch powered fiber optic communications system,"The specification relates to a repeaterless branch powered fiber optic communications system. The system comprises an optical fiber cable trunk, configured in ring topology, with one or more telecommunications hub, and one or more branching unit serially interconnected therein. Branching units are provided as convenient add/drop points along the trunk ring from which branch fiber optic cable radially extend to cable stations. Cable stations insert and extract telecommunications traffic from the trunk ring over the branch fiber optic cables. In addition, the branch fiber optic cables are also coupled to light emitting power sources. The branch fiber optic cables deliver the energy produced from these power sources to optical amplifiers serially embedded within the branch fiber optic cables, the branching units, or the optical fiber cable trunks. The optical amplifiers convert the energy delivered from the branch fiber optic cables into amplified telecommunications signals. Thus, remote pumping or energy delivery is achieved without the requirement of additional optical fiber cable runs and further, using solely passive repeaterless components.",H01L,"The specification relates to a repeaterless branch powered fiber optic communications system. The specification relates to a repeaterless branch powered fiber optic communications system. The system comprises an optical fiber cable trunk, configured in ring topology, with one or more telecommunications hub, and one or more branching unit serially interconnected therein. Branching units are provided as convenient add/drop points along the trunk ring from which branch fiber optic cable radially extend to cable stations. Cable stations insert and extract telecommunications traffic from the trunk ring over the branch fiber optic cables. In addition, the branch fiber optic cables are also coupled to light emitting power sources. The branch fiber optic cables deliver the energy produced from these power sources to optical amplifiers serially embedded within the branch fiber optic cables, the branching units, or the optical fiber cable trunks. The optical amplifiers convert the energy delivered from the branch fiber optic cables into amplified telecommunications signals. Thus, remote pumping or energy delivery is achieved without the requirement of additional optical fiber cable runs and further, using solely passive repeaterless components."
HH0100105,A data processing system is provided for identifying risks associated with abnormal conditions of ne,"A data processing system is provided for identifying risks associated with abnormal conditions of network elements in a communications network. A data collection and processing module collects alarm message signals from a communications network and processes the alarm messages to general abnormal condition signals. An interface module also receives external condition signals indicative of external conditions affecting network elements in the communications network. The system provides an electronic risk processing module that generates direct and indirect risk signals based upon the abnormal condition signals, the external condition signals, and stored reference data. A display means displays a network element risk signal which is the sum of said direct and indirect risk signals. The displayed risk signal aids in assessing risks associated with network elements experiencing abnormal conditions. The system also generates and displays a sub-network risk signal. The system also adjusts the various risk calculations to take into account different types of planned maintenance activities.",H01L,"A data processing system is provided for identifying risks associated with abnormal conditions of ne. A data processing system is provided for identifying risks associated with abnormal conditions of network elements in a communications network. A data collection and processing module collects alarm message signals from a communications network and processes the alarm messages to general abnormal condition signals. An interface module also receives external condition signals indicative of external conditions affecting network elements in the communications network. The system provides an electronic risk processing module that generates direct and indirect risk signals based upon the abnormal condition signals, the external condition signals, and stored reference data. A display means displays a network element risk signal which is the sum of said direct and indirect risk signals. The displayed risk signal aids in assessing risks associated with network elements experiencing abnormal conditions. The system also generates and displays a sub-network risk signal. The system also adjusts the various risk calculations to take into account different types of planned maintenance activities."
HH0100106,A cover plate device for covering a wall mounted wiring device having no visible fasteners when inst,"A cover plate device for covering a wall mounted wiring device having no visible fasteners when installed. An attachment plate is attached over and to a wiring device which has been mounted in and to a ganged box mounted adjacent an aperture in a wall. Latch pawls are arranged at the opposite longitudinal ends of the attachment plate. A cover plate member overlies the wiring device and ganged box and provides a series of recesses to receive the associated pawls in locking arrangement. Because of the number of recesses available at each pawl location, the cover plate can still be installed even if the wall is not flat or even. The attachment plate and cover plate member can be provided with various types and numbers of apertures, and the number of pawls and groups of recesses employed depend on the size of the attachment and cover plate members.",H01L,"A cover plate device for covering a wall mounted wiring device having no visible fasteners when inst. A cover plate device for covering a wall mounted wiring device having no visible fasteners when installed. An attachment plate is attached over and to a wiring device which has been mounted in and to a ganged box mounted adjacent an aperture in a wall. Latch pawls are arranged at the opposite longitudinal ends of the attachment plate. A cover plate member overlies the wiring device and ganged box and provides a series of recesses to receive the associated pawls in locking arrangement. Because of the number of recesses available at each pawl location, the cover plate can still be installed even if the wall is not flat or even. The attachment plate and cover plate member can be provided with various types and numbers of apertures, and the number of pawls and groups of recesses employed depend on the size of the attachment and cover plate members."
HH0100107,"Collapsible light-shielding device (3) for a displaying screen (2), having a number of annular strip","Collapsible light-shielding device (3) for a displaying screen (2), having a number of annular strips (5&#39;, 5) concentrically nested and essentially enclosing one another in a tight manner, which strips are suitable to be fixed in front of a displaying screen and in that case surround the screen. Furthermore, the strips are adapted to slide over one another between a pushed-in position, in which they essentially cover one another, and a pushed-out position, in which they are essentially uncovered. Preferably, the strips (5, 5&#39;) have a decreasing wall thickness, viewed in the axial direction.",H01L,"Collapsible light-shielding device (3) for a displaying screen (2), having a number of annular strip. Collapsible light-shielding device (3) for a displaying screen (2), having a number of annular strips (5&#39;, 5) concentrically nested and essentially enclosing one another in a tight manner, which strips are suitable to be fixed in front of a displaying screen and in that case surround the screen. Furthermore, the strips are adapted to slide over one another between a pushed-in position, in which they essentially cover one another, and a pushed-out position, in which they are essentially uncovered. Preferably, the strips (5, 5&#39;) have a decreasing wall thickness, viewed in the axial direction."
HH0100108,The present invention discloses a solution that automatically informs a speaker to decrease his or h,"The present invention discloses a solution that automatically informs a speaker to decrease his or her speaking rate, when that rate likely exceeds a rate that a listener can understand. This can be accomplished by determining a speaking rate for the speaker, which is compared against a speaking rate threshold. The speaking rate threshold can be based upon a listening rate, estimated or known, of the listener. The listening rate can be a variable value based in part upon a proficiency that the listener has with a language being spoken. The speaker can be informed to slow down by an activation of a sensory mechanism of a wearable computing device designed to vibrate, beep, blink, speak a message, display a message, and the like, whenever a speaking rate of the speaker exceeds the speaking rate threshold.",H01L,"The present invention discloses a solution that automatically informs a speaker to decrease his or h. The present invention discloses a solution that automatically informs a speaker to decrease his or her speaking rate, when that rate likely exceeds a rate that a listener can understand. This can be accomplished by determining a speaking rate for the speaker, which is compared against a speaking rate threshold. The speaking rate threshold can be based upon a listening rate, estimated or known, of the listener. The listening rate can be a variable value based in part upon a proficiency that the listener has with a language being spoken. The speaker can be informed to slow down by an activation of a sensory mechanism of a wearable computing device designed to vibrate, beep, blink, speak a message, display a message, and the like, whenever a speaking rate of the speaker exceeds the speaking rate threshold."
HH0100109,"The invention relates to a device for the optical recording of rapid proceses with a TV camera, whic","The invention relates to a device for the optical recording of rapid proceses with a TV camera, which comprises means for deviating and suppressing the beam, in order to make the scanning beam run successively and cyclically over N lines of a picture plane on which the processes are projected. 
     A cyclic line counter (14) carries out one counting step for each line pulse and supplies a counting end pulse after p line pulses respectively, N/p being in integer &gt;&gt;1. 
     The end-of-count pulse is applied to the beam suppression circuit (13) of the TV camera (1) for the picture beam suppression and to a sawtooth generator (12), which controls the vertical deviation (4) of the beam.",H01L,"The invention relates to a device for the optical recording of rapid proceses with a TV camera, whic. The invention relates to a device for the optical recording of rapid proceses with a TV camera, which comprises means for deviating and suppressing the beam, in order to make the scanning beam run successively and cyclically over N lines of a picture plane on which the processes are projected. 
     A cyclic line counter (14) carries out one counting step for each line pulse and supplies a counting end pulse after p line pulses respectively, N/p being in integer &gt;&gt;1. 
     The end-of-count pulse is applied to the beam suppression circuit (13) of the TV camera (1) for the picture beam suppression and to a sawtooth generator (12), which controls the vertical deviation (4) of the beam."
HH0100110,A communications system that supports multimedia components is easily adapted to existing network el,"A communications system that supports multimedia components is easily adapted to existing network elements. Voice components arriving at or coming from a user having multimedia capabilities are referred from a telephony server serving the user to a multimedia server. A determination is made as to whether the other party supports multimedia capabilities. If that determination is negative, the component is passed back to the telephony server with an indication that the session is coming from the multimedia server to avoid an infinite loop. If the determination is positive, a parallel multimedia component is established between the parties while the multimedia server remains aware of the bearer path.",H01L,"A communications system that supports multimedia components is easily adapted to existing network el. A communications system that supports multimedia components is easily adapted to existing network elements. Voice components arriving at or coming from a user having multimedia capabilities are referred from a telephony server serving the user to a multimedia server. A determination is made as to whether the other party supports multimedia capabilities. If that determination is negative, the component is passed back to the telephony server with an indication that the session is coming from the multimedia server to avoid an infinite loop. If the determination is positive, a parallel multimedia component is established between the parties while the multimedia server remains aware of the bearer path."
HH0100111,"A content synchronization method for connected devices comprises accepting, by a central reference p","A content synchronization method for connected devices comprises accepting, by a central reference point, context from a connected client device, constructing, by the central reference point, at least one response in a semantic compatible with the connected device and compatible with a user of the connected device the response comprising at least one file description bundle, prioritizing, by the central reference point, download order of files described in the at least one response bundle, downloading the files described in the at least one response bundle, to the connected device in the download order, confirming complete download of the files described in the at least one response bundle, and rejecting incompletely downloaded bundles of files.",H01L,"A content synchronization method for connected devices comprises accepting, by a central reference p. A content synchronization method for connected devices comprises accepting, by a central reference point, context from a connected client device, constructing, by the central reference point, at least one response in a semantic compatible with the connected device and compatible with a user of the connected device the response comprising at least one file description bundle, prioritizing, by the central reference point, download order of files described in the at least one response bundle, downloading the files described in the at least one response bundle, to the connected device in the download order, confirming complete download of the files described in the at least one response bundle, and rejecting incompletely downloaded bundles of files."
HH0100112,"A radio communication apparatus for transmitting speech data by encoding and compressing data, and m","A radio communication apparatus for transmitting speech data by encoding and compressing data, and multiplexing in a TDMA/TDD method has developed to have automatic answering function wherein the received speech data (compressed data) is stored in a semiconductor memory and reproduced thereafter when the user wishes. The tone quality of the received speech data is detected on the basis of the received control data, and the parameter indicating the tone quality is recorded together with the speech data. The recorded speech data is reproduced in accordance with the parameter. Such parameters as unique word error indicating no synchronization in the speech data and CRC error indicating the occurrence of some error in the received speech data are used as the parameter. When the unique word error occurs, speech data all the bits of which are “0” is used for the speech data. When the CRC error occurs, the decoded speech data may be suppressed. The defect speech data including the error which occurs in the data transmission can be prevented from being reproduced with no compensation.",H01L,"A radio communication apparatus for transmitting speech data by encoding and compressing data, and m. A radio communication apparatus for transmitting speech data by encoding and compressing data, and multiplexing in a TDMA/TDD method has developed to have automatic answering function wherein the received speech data (compressed data) is stored in a semiconductor memory and reproduced thereafter when the user wishes. The tone quality of the received speech data is detected on the basis of the received control data, and the parameter indicating the tone quality is recorded together with the speech data. The recorded speech data is reproduced in accordance with the parameter. Such parameters as unique word error indicating no synchronization in the speech data and CRC error indicating the occurrence of some error in the received speech data are used as the parameter. When the unique word error occurs, speech data all the bits of which are “0” is used for the speech data. When the CRC error occurs, the decoded speech data may be suppressed. The defect speech data including the error which occurs in the data transmission can be prevented from being reproduced with no compensation."
HH0100113,A method and system of facilitating communication between a finder of an article and an owner of the,"A method and system of facilitating communication between a finder of an article and an owner of the article including providing a unique ID to the owner and allowing the owner to register an association between the ID and owner contact information, allowing the owner to associate the ID and a virtual locale with the article, and forwarding communications of the finder of the article to the owner where the finder may provide no more information to the virtual locale than the ID and the communication.",H01L,"A method and system of facilitating communication between a finder of an article and an owner of the. A method and system of facilitating communication between a finder of an article and an owner of the article including providing a unique ID to the owner and allowing the owner to register an association between the ID and owner contact information, allowing the owner to associate the ID and a virtual locale with the article, and forwarding communications of the finder of the article to the owner where the finder may provide no more information to the virtual locale than the ID and the communication."
HH0100114,An apparatus for electron multiplication by transmission that is designed with at least one foil hav,"An apparatus for electron multiplication by transmission that is designed with at least one foil having a front side for receiving incident particles and a back side for transmitting secondary electrons that are produced from the incident particles transiting through the foil. The foil thickness enables the incident particles to travel through the foil and continue on to an anode or to a next foil in series with the first foil. The foil, or foils, and anode are contained within a supporting structure that is attached within an evacuated enclosure. An electrical power supply is connected to the foil, or foils, and the anode to provide an electrical field gradient effective to accelerate negatively charged incident particles and the generated secondary electrons through the foil, or foils, to the anode for collection.",H01L,"An apparatus for electron multiplication by transmission that is designed with at least one foil hav. An apparatus for electron multiplication by transmission that is designed with at least one foil having a front side for receiving incident particles and a back side for transmitting secondary electrons that are produced from the incident particles transiting through the foil. The foil thickness enables the incident particles to travel through the foil and continue on to an anode or to a next foil in series with the first foil. The foil, or foils, and anode are contained within a supporting structure that is attached within an evacuated enclosure. An electrical power supply is connected to the foil, or foils, and the anode to provide an electrical field gradient effective to accelerate negatively charged incident particles and the generated secondary electrons through the foil, or foils, to the anode for collection."
HH0100115,This invention discloses a 3-D Phenomenoscope through which any 2-dimensional motion picture with pa,"This invention discloses a 3-D Phenomenoscope through which any 2-dimensional motion picture with passages of horizontal screen movement can be viewed with a 3-dimensional visual effect. The 3-dimensional visual effect is produced by the 3-D Phenomenoscope regardless of whether the motion picture was shot on regular or digital film; regardless of whether the presentation media is film, digital film, VCR tape, or DVD, and; regardless of whether the motion picture is viewed in the movie theater, home TV, Cable TV, or on a PC monitor. No special processing during production or showing of a motion picture is required to achieve the visual effect of the 3-D Phenomenoscope—so no new constraints are placed on the owner, producer, distributor, or projectionist in creating, distributing or displaying motion pictures. The 3-D Phenomenoscope are completely self-contained computer-actuated battery-powered spectacles or glasses that a viewer wears when watching a motion picture. When the 3-D Phenomenoscope glasses are activated the viewer will see lateral motion in a motion picture in 3-dimensions. When the 3-D Phenomenoscope is not activated or the glasses are turned off, or if the viewer is not wearing the 3-D Phenomenoscope glasses, then the viewer will see the motion picture unchanged and without any special effects. The preferred embodiment of the invention presents a method and system for a 3-D Phenomenoscope to view 3-dimensional special effects in motion pictures, and disclose a system by which ordinary 2-dimensional motion pictures can be viewed as a 3-dimensionsal experience. The 3-D Phenomenoscope achieves this by taking advantage of the well-known Pulfrich effect, by which passages of lateral motion of an ordinary motion picture will appear to the viewer in 3-Dimensions if the motion picture is viewed through right and left lenses that are configured with a clear lens and a light-reducing or darker lens. Ordinary eyeglasses are configured with: (a) Right and left lenses for which the degree of clarity or darkening of the lens can be individually controlled (b) Digital photo sensors (a digital camera) that can capture the viewed motion picture as successive images and convert the captured frames to digital images for processing (c) Computer processor to process the successive images and identify lateral motion synchronization events, and (d) Ability to provide individual control for the light-reduction or darkening of the right or left lens based on the identified synchronization events. In this way, the 3-D Phenomenoscope provides a fully self-contained apparatus that allow any motion picture to be viewed with the visual effect of 3-dimensions.",H01L,"This invention discloses a 3-D Phenomenoscope through which any 2-dimensional motion picture with pa. This invention discloses a 3-D Phenomenoscope through which any 2-dimensional motion picture with passages of horizontal screen movement can be viewed with a 3-dimensional visual effect. The 3-dimensional visual effect is produced by the 3-D Phenomenoscope regardless of whether the motion picture was shot on regular or digital film; regardless of whether the presentation media is film, digital film, VCR tape, or DVD, and; regardless of whether the motion picture is viewed in the movie theater, home TV, Cable TV, or on a PC monitor. No special processing during production or showing of a motion picture is required to achieve the visual effect of the 3-D Phenomenoscope—so no new constraints are placed on the owner, producer, distributor, or projectionist in creating, distributing or displaying motion pictures. The 3-D Phenomenoscope are completely self-contained computer-actuated battery-powered spectacles or glasses that a viewer wears when watching a motion picture. When the 3-D Phenomenoscope glasses are activated the viewer will see lateral motion in a motion picture in 3-dimensions. When the 3-D Phenomenoscope is not activated or the glasses are turned off, or if the viewer is not wearing the 3-D Phenomenoscope glasses, then the viewer will see the motion picture unchanged and without any special effects. The preferred embodiment of the invention presents a method and system for a 3-D Phenomenoscope to view 3-dimensional special effects in motion pictures, and disclose a system by which ordinary 2-dimensional motion pictures can be viewed as a 3-dimensionsal experience. The 3-D Phenomenoscope achieves this by taking advantage of the well-known Pulfrich effect, by which passages of lateral motion of an ordinary motion picture will appear to the viewer in 3-Dimensions if the motion picture is viewed through right and left lenses that are configured with a clear lens and a light-reducing or darker lens. Ordinary eyeglasses are configured with: (a) Right and left lenses for which the degree of clarity or darkening of the lens can be individually controlled (b) Digital photo sensors (a digital camera) that can capture the viewed motion picture as successive images and convert the captured frames to digital images for processing (c) Computer processor to process the successive images and identify lateral motion synchronization events, and (d) Ability to provide individual control for the light-reduction or darkening of the right or left lens based on the identified synchronization events. In this way, the 3-D Phenomenoscope provides a fully self-contained apparatus that allow any motion picture to be viewed with the visual effect of 3-dimensions."
HH0100116,"MB810 encoder and/or decoder, dual mode encoder and/or decoder, and a method for generating MB810 co","MB810 encoder and/or decoder, dual mode encoder and/or decoder, and a method for generating MB810 codes are provided. The method for generating MB810 codes comprises: forming 12 state points in the form of a 4×3 matrix on a state transition map formed with binary unit digital sum variation &amp; alternate sum variation (BUDA) to generate a 10-bit code from 8-bit data; outputting a 10-bit code from a predetermined state point forming the matrix; selecting codes forming a complementary pair from a set of codes capable of arriving at state points forming the matrix; selecting codes forming the 12 state points by supplementing state points lacked in the codes forming a complementary pair; selecting control codes including IDLE code from the codes forming the 12 state points; and removing codes generating the IDLE code by a bit string between neighboring codes among the codes forming the 12 state points.",H01L,"MB810 encoder and/or decoder, dual mode encoder and/or decoder, and a method for generating MB810 co. MB810 encoder and/or decoder, dual mode encoder and/or decoder, and a method for generating MB810 codes are provided. The method for generating MB810 codes comprises: forming 12 state points in the form of a 4×3 matrix on a state transition map formed with binary unit digital sum variation &amp; alternate sum variation (BUDA) to generate a 10-bit code from 8-bit data; outputting a 10-bit code from a predetermined state point forming the matrix; selecting codes forming a complementary pair from a set of codes capable of arriving at state points forming the matrix; selecting codes forming the 12 state points by supplementing state points lacked in the codes forming a complementary pair; selecting control codes including IDLE code from the codes forming the 12 state points; and removing codes generating the IDLE code by a bit string between neighboring codes among the codes forming the 12 state points."
HH0100117,Directive antenna or radio telescope systems in which a large aperture objective directs incident el,Directive antenna or radio telescope systems in which a large aperture objective directs incident electromagnetic energy onto a relatively much smaller field element which in turn directs it upon a small directive feed such as a phased array.,H01L,Directive antenna or radio telescope systems in which a large aperture objective directs incident el. Directive antenna or radio telescope systems in which a large aperture objective directs incident electromagnetic energy onto a relatively much smaller field element which in turn directs it upon a small directive feed such as a phased array.
HH0100118,A method of and apparatus for handover between a 3GPP based network and a non-3GPP network is disclo,"A method of and apparatus for handover between a 3GPP based network and a non-3GPP network is disclosed where a policy update to a new gateway is requested. A confirmation of the policy update is sent from the policy and charging rules function (PCRF) to the 3GPP packet data network gateway (PDN GW). The new gateway also confirms the policy update to the currently serving gateway. The tunnel endpoints and radio resources are released between the PDN GW and the evolved Packet Data Gateway (ePDG), thereby freeing the resources previously used by the wireless transmit/receive unit (WTRU). A release acknowledgement is sent from the serving gateway to the PCRF confirming the policy update process is complete. The method may be used for handover between 3GPP and non-3GPP networks and vice versa. The method and apparatus may be practiced over the S 2   b  or S 2   c  interfaces.",H01L,"A method of and apparatus for handover between a 3GPP based network and a non-3GPP network is disclo. A method of and apparatus for handover between a 3GPP based network and a non-3GPP network is disclosed where a policy update to a new gateway is requested. A confirmation of the policy update is sent from the policy and charging rules function (PCRF) to the 3GPP packet data network gateway (PDN GW). The new gateway also confirms the policy update to the currently serving gateway. The tunnel endpoints and radio resources are released between the PDN GW and the evolved Packet Data Gateway (ePDG), thereby freeing the resources previously used by the wireless transmit/receive unit (WTRU). A release acknowledgement is sent from the serving gateway to the PCRF confirming the policy update process is complete. The method may be used for handover between 3GPP and non-3GPP networks and vice versa. The method and apparatus may be practiced over the S 2   b  or S 2   c  interfaces."
HH0100119,A method and apparatus for the dicing of semiconductor wafers using pressure to mechanically separat,"A method and apparatus for the dicing of semiconductor wafers using pressure to mechanically separate the individual die from the wafer without the use of a wafer saw. The method includes forming trenches along the scribe lines on a semiconductor wafer and then applying a mechanical pressure to the semiconductor wafer. The mechanical pressure causes a “clean break” of the wafer along the scribe lines, thereby singulating individual die on the wafer. The apparatus comprises a pad for supporting a semiconductor wafer and a positioning member to position the semiconductor wafer on the pad. A pressure mechanism is provided to apply a mechanical pressure to the wafer so as to singulate the individual die on the wafer.",H01L,"A method and apparatus for the dicing of semiconductor wafers using pressure to mechanically separat. A method and apparatus for the dicing of semiconductor wafers using pressure to mechanically separate the individual die from the wafer without the use of a wafer saw. The method includes forming trenches along the scribe lines on a semiconductor wafer and then applying a mechanical pressure to the semiconductor wafer. The mechanical pressure causes a “clean break” of the wafer along the scribe lines, thereby singulating individual die on the wafer. The apparatus comprises a pad for supporting a semiconductor wafer and a positioning member to position the semiconductor wafer on the pad. A pressure mechanism is provided to apply a mechanical pressure to the wafer so as to singulate the individual die on the wafer."
HH0100120,A novel protection structure for protecting field emission elements in a field emission display devi,"A novel protection structure for protecting field emission elements in a field emission display device from burnout damage due to electrical current surges induced to the device cathode by ionized gases in the device. The protection structure includes one or multiple reduction plates or electrodes which are typically provided on the cathode. The reduction plate or plates are negatively-charged and attract positively charged gas ions. Consequently, induction of electrical current surges to the cathode is avoided, thereby preventing burnout damage to the field emission elements.",H01L,"A novel protection structure for protecting field emission elements in a field emission display devi. A novel protection structure for protecting field emission elements in a field emission display device from burnout damage due to electrical current surges induced to the device cathode by ionized gases in the device. The protection structure includes one or multiple reduction plates or electrodes which are typically provided on the cathode. The reduction plate or plates are negatively-charged and attract positively charged gas ions. Consequently, induction of electrical current surges to the cathode is avoided, thereby preventing burnout damage to the field emission elements."
HH0100121,An image sensor is disclosed which comprises a plurality of image sensor elements arranged in rows a,"An image sensor is disclosed which comprises a plurality of image sensor elements arranged in rows and columns. Each of the image sesnor elements includes a a CCD. In order to provide an image sensor which can be used to image in different image formats, the image sensor includes imaging planes on edge surfaces as well as on a top surface. The top and bottom layers of the sensor are of an increased doping level, and these layers serve to guide charge carriers into CCD&#39;s located adjacent the edges of the sensor.",H01L,"An image sensor is disclosed which comprises a plurality of image sensor elements arranged in rows a. An image sensor is disclosed which comprises a plurality of image sensor elements arranged in rows and columns. Each of the image sesnor elements includes a a CCD. In order to provide an image sensor which can be used to image in different image formats, the image sensor includes imaging planes on edge surfaces as well as on a top surface. The top and bottom layers of the sensor are of an increased doping level, and these layers serve to guide charge carriers into CCD&#39;s located adjacent the edges of the sensor."
HH0100122,"A method, in accordance with one embodiment, of managing power consumption in a network, comprising","A method, in accordance with one embodiment, of managing power consumption in a network, comprising receiving an instruction for a first device in an active power state and serving as a network master node to enter into a power management state, the network master node adapted to perform a network administrative function while in an active power state, the power management state having a lower power consumption than the active power state; sending data from the first device to a second device serving as a network slave node, the data enabling the second device to start performing the network administrative function while in an active power state; and placing the first device into the power management state after sending the data.",H01L,"A method, in accordance with one embodiment, of managing power consumption in a network, comprising. A method, in accordance with one embodiment, of managing power consumption in a network, comprising receiving an instruction for a first device in an active power state and serving as a network master node to enter into a power management state, the network master node adapted to perform a network administrative function while in an active power state, the power management state having a lower power consumption than the active power state; sending data from the first device to a second device serving as a network slave node, the data enabling the second device to start performing the network administrative function while in an active power state; and placing the first device into the power management state after sending the data."
HH0100123,An antenna array for radio interferometry uses three equi-spaced triplets set vertically above the g,"An antenna array for radio interferometry uses three equi-spaced triplets set vertically above the ground with different respective spacings, the center antenna of each triplet being at a different height. Signal processing circuits provide for each triplet a signal which is a function of the elevation angle θ but is independent of the ground reflection coefficient, P. the signals are weighted to give the optimum value of θ, e.g., by selecting the signal varying most rapidly with θ. Some antennae can be shared and for example three triplets may be provided by seven antenna elements.",H01L,"An antenna array for radio interferometry uses three equi-spaced triplets set vertically above the g. An antenna array for radio interferometry uses three equi-spaced triplets set vertically above the ground with different respective spacings, the center antenna of each triplet being at a different height. Signal processing circuits provide for each triplet a signal which is a function of the elevation angle θ but is independent of the ground reflection coefficient, P. the signals are weighted to give the optimum value of θ, e.g., by selecting the signal varying most rapidly with θ. Some antennae can be shared and for example three triplets may be provided by seven antenna elements."
HH0100124,A method and an apparatus for bit-rate enhancement and a wireless communication system using the sam,"A method and an apparatus for bit-rate enhancement and a wireless communication system using the same are disclosed. According to the present invention, two approaches are provided for bit-rate enhancement: one is an increase of chip-rate and the other is a decrease of chip number associated with on symbol. As such, the transmission bit-rate can be enhanced significantly so as to facilitate the applications of wireless voice communications or security.",H01L,"A method and an apparatus for bit-rate enhancement and a wireless communication system using the sam. A method and an apparatus for bit-rate enhancement and a wireless communication system using the same are disclosed. According to the present invention, two approaches are provided for bit-rate enhancement: one is an increase of chip-rate and the other is a decrease of chip number associated with on symbol. As such, the transmission bit-rate can be enhanced significantly so as to facilitate the applications of wireless voice communications or security."
HH0100125,A method and system for controlling extinction ratio in an optical network is disclosed,A method and system for controlling extinction ratio in an optical network is disclosed. A first optical transceiver sends modulated light to a second optical transceiver and a digital measurement of a signal parameter reflecting the optical power levels of the received modulated light is taken. The modulated light sent by the first optical transceiver is adjusted in accordance with the digital measurement.,H01L,A method and system for controlling extinction ratio in an optical network is disclosed. A method and system for controlling extinction ratio in an optical network is disclosed. A first optical transceiver sends modulated light to a second optical transceiver and a digital measurement of a signal parameter reflecting the optical power levels of the received modulated light is taken. The modulated light sent by the first optical transceiver is adjusted in accordance with the digital measurement.
HH0100126,A semiconductor device has a transparent dielectric substrate such as a sapphire substrate,"A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. To enable fabrication equipment to detect the presence of the substrate optically, the back surface of the substrate is coated with a triple-layer light-reflecting film, preferably a film in which a silicon oxide or silicon nitride layer is sandwiched between polycrystalline silicon layers. This structure provides high reflectance with a combined film thickness of less than half a micrometer.",H01L,"A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. To enable fabrication equipment to detect the presence of the substrate optically, the back surface of the substrate is coated with a triple-layer light-reflecting film, preferably a film in which a silicon oxide or silicon nitride layer is sandwiched between polycrystalline silicon layers. This structure provides high reflectance with a combined film thickness of less than half a micrometer."
HH0100127,The subject invention relates to electrode structures that are adaptable for primary and electricall,"The subject invention relates to electrode structures that are adaptable for primary and electrically rechargeable electrochemical wafer cells. A flat wafer cell is disclosed that includes conductive, carbon-filled polymeric outer layers that serve as electrode contacts and as a means of containment of the cell. Multi-cell, higher voltage batteries may be constructed by stacking individual cells. Specially formulated electrodes and processing techniques that are compatible with the wafer cell construction are disclosed for a nickel-metal hydride battery system. The cell design and electrode formulations provide for individual operation of a vented or low pressure sealed cell and/or for operation of these cells in a stacked array in an outer battery housing.",H01L,"The subject invention relates to electrode structures that are adaptable for primary and electricall. The subject invention relates to electrode structures that are adaptable for primary and electrically rechargeable electrochemical wafer cells. A flat wafer cell is disclosed that includes conductive, carbon-filled polymeric outer layers that serve as electrode contacts and as a means of containment of the cell. Multi-cell, higher voltage batteries may be constructed by stacking individual cells. Specially formulated electrodes and processing techniques that are compatible with the wafer cell construction are disclosed for a nickel-metal hydride battery system. The cell design and electrode formulations provide for individual operation of a vented or low pressure sealed cell and/or for operation of these cells in a stacked array in an outer battery housing."
