patent_id,title,abstract,cpc_code,text,clean_text,processed,tf-idf__kmeans_cluster,lda__kmeans_cluster,sbert__kmeans_cluster,sbert__hierarchical_cluster
HH0100183,An analog signal processing system is described for changing the frequency of analog signals in a re,"An analog signal processing system is described for changing the frequency of analog signals in a real-time manner. The system includes at least two analog shift registers, (specifically, three analog shift registers), an input circuit connecting the input end of all the registers in parallel, an output circuit selectively connectable to the output ends of the registers, a high frequency clock pulse source, a lower frequency clock pulse source, and cyclically operable switching means effective to load from the input circuit at least one analog shift register at the rate corresponding to the frequency of one of the clock pulses, while unloading at least one other register into the output circuit at the rate corresponding to the frequency of the other clock pulses. 
     Two applications are described, for purposes of example. One application is as a hearing aid device to reduce the frequency of audio signals in a real-time manner for a person having a limited-frequency audibility. The other application is a communication device for the real-time transmission and reception of audio signals rendering them unintelligible except by receivers equipped with a processing system for reducing the frequency of the received signals.",H01L,"An analog signal processing system is described for changing the frequency of analog signals in a re. An analog signal processing system is described for changing the frequency of analog signals in a real-time manner. The system includes at least two analog shift registers, (specifically, three analog shift registers), an input circuit connecting the input end of all the registers in parallel, an output circuit selectively connectable to the output ends of the registers, a high frequency clock pulse source, a lower frequency clock pulse source, and cyclically operable switching means effective to load from the input circuit at least one analog shift register at the rate corresponding to the frequency of one of the clock pulses, while unloading at least one other register into the output circuit at the rate corresponding to the frequency of the other clock pulses. 
     Two applications are described, for purposes of example. One application is as a hearing aid device to reduce the frequency of audio signals in a real-time manner for a person having a limited-frequency audibility. The other application is a communication device for the real-time transmission and reception of audio signals rendering them unintelligible except by receivers equipped with a processing system for reducing the frequency of the received signals.",an analog signal processing system is described for changing the frequency of analog signals in a re an analog signal processing system is described for changing the frequency of analog signals in a real time manner the system includes at least two analog shift registers specifically three analog shift registers an input circuit connecting the input end of all the registers in parallel an output circuit selectively connectable to the output ends of the registers a high frequency clock pulse source a lower frequency clock pulse source and cyclically operable switching means effective to load from the input circuit at least one analog shift register at the rate corresponding to the frequency of one of the clock pulses while unloading at least one other register into the output circuit at the rate corresponding to the frequency of the other clock pulses two applications are described for purposes of example one application is as a hearing aid device to reduce the frequency of audio signals in a real time manner for a person having a limited frequency audibility the other application is a communication device for the real time transmission and reception of audio signals rendering them unintelligible except by receivers equipped with a processing system for reducing the frequency of the received signals,analog signal processing changing frequency analog signals analog signal processing changing frequency analog signals real time manner analog shift registers specifically analog shift registers input circuit connecting input end registers parallel output circuit selectively connectable output ends registers high frequency clock pulse source lower frequency clock pulse source cyclically operable switching means effective load input circuit analog shift register rate corresponding frequency clock pulses unloading register output circuit rate corresponding frequency clock pulses applications purposes example application hearing aid reduce frequency audio signals real time manner person having limited frequency audibility application communication real time transmission reception audio signals rendering them unintelligible except receivers equipped processing reducing frequency received signals,0,0,0,1
HH0100184,"A compact, easy to use apparatus for irradiating an object such as a specimen of material with ultra","A compact, easy to use apparatus for irradiating an object such as a specimen of material with ultraviolet radiation at a selected long, short or mid-wave length. The apparatus of the invention includes a plurality of ultraviolet sources, each emitting radiation at a different wave length. The sources are mounted within a rotatable array so that a selected one of the sources can be sequentially moved into alignment with the specimen and then automatically energized by merely rotating the array.",H01L,"A compact, easy to use apparatus for irradiating an object such as a specimen of material with ultra. A compact, easy to use apparatus for irradiating an object such as a specimen of material with ultraviolet radiation at a selected long, short or mid-wave length. The apparatus of the invention includes a plurality of ultraviolet sources, each emitting radiation at a different wave length. The sources are mounted within a rotatable array so that a selected one of the sources can be sequentially moved into alignment with the specimen and then automatically energized by merely rotating the array.",a compact easy to use apparatus for irradiating an object such as a specimen of material with ultra a compact easy to use apparatus for irradiating an object such as a specimen of material with ultraviolet radiation at a selected long short or mid wave length the apparatus of the invention includes a plurality of ultraviolet sources each emitting radiation at a different wave length the sources are mounted within a rotatable array so that a selected one of the sources can be sequentially moved into alignment with the specimen and then automatically energized by merely rotating the array,compact easy irradiating object specimen material ultra compact easy irradiating object specimen material ultraviolet radiation selected long short mid wave length ultraviolet sources emitting radiation different wave length sources mounted within rotatable array selected sources sequentially moved alignment specimen automatically energized merely rotating array,1,0,0,0
HH0100185,The invention computes approximate origins of data packets transmitted over the Internet,"The invention computes approximate origins of data packets transmitted over the Internet. Law enforcement agencies and network operators can use it to assign responsibility for observed Internet activities. The invention uses a small number of cooperative locations (incoming links on routers or switches) to provide link identification data: whether a packet or did or did not traverse that location. The system uses these cooperative places to generate the link signature of a data packet—which cooperative locations observed and did not observe the packet. Potential origin locations are divided into pre-computed blocks that have the same link signatures to given destination locations. The blocks are used to generate reverse routing data, potential source addresses for different link signatures. Variations of the invention store relevant link identification and reverse routing data to find the origins of past packets or to compute the origins of packets from partial information about packets of interest.",H01L,"The invention computes approximate origins of data packets transmitted over the Internet. The invention computes approximate origins of data packets transmitted over the Internet. Law enforcement agencies and network operators can use it to assign responsibility for observed Internet activities. The invention uses a small number of cooperative locations (incoming links on routers or switches) to provide link identification data: whether a packet or did or did not traverse that location. The system uses these cooperative places to generate the link signature of a data packet—which cooperative locations observed and did not observe the packet. Potential origin locations are divided into pre-computed blocks that have the same link signatures to given destination locations. The blocks are used to generate reverse routing data, potential source addresses for different link signatures. Variations of the invention store relevant link identification and reverse routing data to find the origins of past packets or to compute the origins of packets from partial information about packets of interest.",the invention computes approximate origins of data packets transmitted over the internet the invention computes approximate origins of data packets transmitted over the internet law enforcement agencies and network operators can use it to assign responsibility for observed internet activities the invention uses a small number of cooperative locations incoming links on routers or switches to provide link identification data whether a packet or did or did not traverse that location the system uses these cooperative places to generate the link signature of a data packet which cooperative locations observed and did not observe the packet potential origin locations are divided into pre computed blocks that have the same link signatures to given destination locations the blocks are used to generate reverse routing data potential source addresses for different link signatures variations of the invention store relevant link identification and reverse routing data to find the origins of past packets or to compute the origins of packets from partial information about packets of interest,computes approximate origins data packets transmitted internet computes approximate origins data packets transmitted internet law enforcement agencies network operators assign responsibility observed internet activities uses small number cooperative locations incoming links routers switches link identification data whether packet traverse location uses cooperative places generate link signature data packet cooperative locations observed observe packet potential origin locations divided pre computed blocks link signatures given destination locations blocks generate reverse routing data potential source addresses different link signatures variations store relevant link identification reverse routing data find origins past packets compute origins packets partial information about packets interest,0,0,0,1
HH0100186,A heating strip or film panel is connectable to a source of electrical power and is sandwiched betwe,"A heating strip or film panel is connectable to a source of electrical power and is sandwiched between one or more facing panels of flexible or rigid material, and when connected to a source of electrical power, radiate heat from one or both sides. In one embodiment, insulation and a reflective sheet may be incorporated so that one side of the assembly remains cool and the other radiates heat. If required, the assembly may be used in any location requiring heat and in which the panels can be mounted such as in walls, ceilings, floors and the like. In another embodiment, the panels are flexible and can be wrapped around the object to be heated. If desired, the panel can be molded into a helment shaped configuration and can be used, for example, as a hair dryer and another embodiment, a flexible panel can be routed around dowels to give an increased cross sectional heat source area as compared with a planar sheet.",H01L,"A heating strip or film panel is connectable to a source of electrical power and is sandwiched betwe. A heating strip or film panel is connectable to a source of electrical power and is sandwiched between one or more facing panels of flexible or rigid material, and when connected to a source of electrical power, radiate heat from one or both sides. In one embodiment, insulation and a reflective sheet may be incorporated so that one side of the assembly remains cool and the other radiates heat. If required, the assembly may be used in any location requiring heat and in which the panels can be mounted such as in walls, ceilings, floors and the like. In another embodiment, the panels are flexible and can be wrapped around the object to be heated. If desired, the panel can be molded into a helment shaped configuration and can be used, for example, as a hair dryer and another embodiment, a flexible panel can be routed around dowels to give an increased cross sectional heat source area as compared with a planar sheet.",a heating strip or film panel is connectable to a source of electrical power and is sandwiched betwe a heating strip or film panel is connectable to a source of electrical power and is sandwiched between one or more facing panels of flexible or rigid material and when connected to a source of electrical power radiate heat from one or both sides in one embodiment insulation and a reflective sheet may be incorporated so that one side of the assembly remains cool and the other radiates heat if required the assembly may be used in any location requiring heat and in which the panels can be mounted such as in walls ceilings floors and the like in another embodiment the panels are flexible and can be wrapped around the object to be heated if desired the panel can be molded into a helment shaped configuration and can be used for example as a hair dryer and another embodiment a flexible panel can be routed around dowels to give an increased cross sectional heat source area as compared with a planar sheet,heating strip film panel connectable source electrical power sandwiched betwe heating strip film panel connectable source electrical power sandwiched facing panels flexible rigid material connected source electrical power radiate heat sides insulation reflective sheet incorporated side assembly remains cool radiates heat required assembly location requiring heat panels mounted walls ceilings floors like another panels flexible wrapped around object heated desired panel molded helment shaped configuration example hair dryer another flexible panel routed around dowels give increased cross sectional heat source area compared planar sheet,1,1,1,0
HH0100187,The present invention comprises methods and systems for a dynamic audio processor for processing an,"The present invention comprises methods and systems for a dynamic audio processor for processing an audio signal prior to encoding. The audio signal is pre-processed to provide analog-to-analog modification that creates a preferred analog format that is effectively and efficiently ready to be converted into a digital data stream by an encoder, such as an A-to-D converter or codec. One possible application includes, for example, a web streamer that provides digital data streams from a server. The inventive arrangements are preferably carried by functional stand-alone components, integral components of a PC or other computing platform, or carried as part of the encoder. Preferably, the pre-processing comprises receiving the audio signal, nominalizing the signal to provide a level input, and compressing and equalizing the signal for outputting thereof.",H01L,"The present invention comprises methods and systems for a dynamic audio processor for processing an. The present invention comprises methods and systems for a dynamic audio processor for processing an audio signal prior to encoding. The audio signal is pre-processed to provide analog-to-analog modification that creates a preferred analog format that is effectively and efficiently ready to be converted into a digital data stream by an encoder, such as an A-to-D converter or codec. One possible application includes, for example, a web streamer that provides digital data streams from a server. The inventive arrangements are preferably carried by functional stand-alone components, integral components of a PC or other computing platform, or carried as part of the encoder. Preferably, the pre-processing comprises receiving the audio signal, nominalizing the signal to provide a level input, and compressing and equalizing the signal for outputting thereof.",the present invention comprises methods and systems for a dynamic audio processor for processing an the present invention comprises methods and systems for a dynamic audio processor for processing an audio signal prior to encoding the audio signal is pre processed to provide analog to analog modification that creates a preferred analog format that is effectively and efficiently ready to be converted into a digital data stream by an encoder such as an a to d converter or codec one possible application includes for example a web streamer that provides digital data streams from a server the inventive arrangements are preferably carried by functional stand alone components integral components of a pc or other computing platform or carried as part of the encoder preferably the pre processing comprises receiving the audio signal nominalizing the signal to provide a level input and compressing and equalizing the signal for outputting thereof,methods systems dynamic audio processor processing methods systems dynamic audio processor processing audio signal prior encoding audio signal pre processed analog analog modification creates preferred analog format effectively efficiently ready converted digital data stream encoder converter codec possible application example web streamer provides digital data streams server inventive arrangements preferably carried functional stand alone components integral components computing platform carried part encoder preferably pre processing receiving audio signal nominalizing signal level input compressing equalizing signal outputting,0,0,0,1
HH0100188,An evaluation data collecting system for an information processing system which connects plural proc,"An evaluation data collecting system for an information processing system which connects plural processing nodes to each other by communication paths. The evaluation collecting system includes an I/O unit provided at each of the processing nodes so as to input an collection request of the evaluation data for a processing node at issue and other processing nodes and to output the evaluation data from the other processing nodes; a processing unit provided at each of the processing nodes so as to process an input of the collection request for the evaluation data and an output of the evaluation data at said I/O unit; and a storage unit provided at each of the processing nodes so as to provide the evaluation data for each processing node at issue and that for the other processing nodes with a time element to synchronize data transfer between the processing nodes and to store the evaluation data for each processing node at issue and the other processing nodes in substantially the same data format. Thus, the evaluation data collecting system can collect the evaluation data representative of the operation state of each of the processing nodes from any of the processing nodes.",H01L,"An evaluation data collecting system for an information processing system which connects plural proc. An evaluation data collecting system for an information processing system which connects plural processing nodes to each other by communication paths. The evaluation collecting system includes an I/O unit provided at each of the processing nodes so as to input an collection request of the evaluation data for a processing node at issue and other processing nodes and to output the evaluation data from the other processing nodes; a processing unit provided at each of the processing nodes so as to process an input of the collection request for the evaluation data and an output of the evaluation data at said I/O unit; and a storage unit provided at each of the processing nodes so as to provide the evaluation data for each processing node at issue and that for the other processing nodes with a time element to synchronize data transfer between the processing nodes and to store the evaluation data for each processing node at issue and the other processing nodes in substantially the same data format. Thus, the evaluation data collecting system can collect the evaluation data representative of the operation state of each of the processing nodes from any of the processing nodes.",an evaluation data collecting system for an information processing system which connects plural proc an evaluation data collecting system for an information processing system which connects plural processing nodes to each other by communication paths the evaluation collecting system includes an i o unit provided at each of the processing nodes so as to input an collection request of the evaluation data for a processing node at issue and other processing nodes and to output the evaluation data from the other processing nodes a processing unit provided at each of the processing nodes so as to process an input of the collection request for the evaluation data and an output of the evaluation data at said i o unit and a storage unit provided at each of the processing nodes so as to provide the evaluation data for each processing node at issue and that for the other processing nodes with a time element to synchronize data transfer between the processing nodes and to store the evaluation data for each processing node at issue and the other processing nodes in substantially the same data format thus the evaluation data collecting system can collect the evaluation data representative of the operation state of each of the processing nodes from any of the processing nodes,evaluation data collecting information processing connects plural proc evaluation data collecting information processing connects plural processing nodes communication paths evaluation collecting unit provided processing nodes input collection request evaluation data processing node issue processing nodes output evaluation data processing nodes processing unit provided processing nodes process input collection request evaluation data output evaluation data said unit storage unit provided processing nodes evaluation data processing node issue processing nodes time element synchronize data transfer processing nodes store evaluation data processing node issue processing nodes substantially data format evaluation data collecting collect evaluation data representative operation state processing nodes processing nodes,0,0,0,1
HH0100189,"The invention provides for the management of wireless resources, which can reduce call blocking by a","The invention provides for the management of wireless resources, which can reduce call blocking by allowing high priority services, under suitable conditions, to use resources allocated to low priority services. Thus high priority services can pre-empt the usage of wireless resources by low priority services. This has the advantage of reducing call blocking for high priority calls, while permitting low priority calls to have more access to radio resources than conventional systems with the same call blocking rate. Thus a base station can implement a preemption mechanism that would reclaim Walsh Code and Forward Power resources from an active Supplemental Channel (SCH) burst in order to accommodate incoming Fundamental Channel (FCH) requests.",H01L,"The invention provides for the management of wireless resources, which can reduce call blocking by a. The invention provides for the management of wireless resources, which can reduce call blocking by allowing high priority services, under suitable conditions, to use resources allocated to low priority services. Thus high priority services can pre-empt the usage of wireless resources by low priority services. This has the advantage of reducing call blocking for high priority calls, while permitting low priority calls to have more access to radio resources than conventional systems with the same call blocking rate. Thus a base station can implement a preemption mechanism that would reclaim Walsh Code and Forward Power resources from an active Supplemental Channel (SCH) burst in order to accommodate incoming Fundamental Channel (FCH) requests.",the invention provides for the management of wireless resources which can reduce call blocking by a the invention provides for the management of wireless resources which can reduce call blocking by allowing high priority services under suitable conditions to use resources allocated to low priority services thus high priority services can pre empt the usage of wireless resources by low priority services this has the advantage of reducing call blocking for high priority calls while permitting low priority calls to have more access to radio resources than conventional systems with the same call blocking rate thus a base station can implement a preemption mechanism that would reclaim walsh code and forward power resources from an active supplemental channel sch burst in order to accommodate incoming fundamental channel fch requests,provides management wireless resources reduce call blocking provides management wireless resources reduce call blocking allowing high priority services suitable conditions resources allocated low priority services high priority services pre empt usage wireless resources low priority services advantage reducing call blocking high priority calls permitting low priority calls access radio resources conventional systems call blocking rate base station implement preemption mechanism reclaim walsh code forward power resources active supplemental channel sch burst order accommodate incoming fundamental channel fch requests,0,0,0,1
HH0100190,A fixed body wide field-of-view conformal antenna array suitable for broadband precision direction f,"A fixed body wide field-of-view conformal antenna array suitable for broadband precision direction finding on missile platforms. The array is configured as multiple sub-arrays of spiral antennas that cover particular regions within the desired field-of-view of the entire array. A lower cost, more reliable and more accurate direction finding solution for missile needs is provided, primarily by the elimination of conventional radomes and antenna gimbal structures. The array can be configured to include multi-mode sensors.",H01L,"A fixed body wide field-of-view conformal antenna array suitable for broadband precision direction f. A fixed body wide field-of-view conformal antenna array suitable for broadband precision direction finding on missile platforms. The array is configured as multiple sub-arrays of spiral antennas that cover particular regions within the desired field-of-view of the entire array. A lower cost, more reliable and more accurate direction finding solution for missile needs is provided, primarily by the elimination of conventional radomes and antenna gimbal structures. The array can be configured to include multi-mode sensors.",a fixed body wide field of view conformal antenna array suitable for broadband precision direction f a fixed body wide field of view conformal antenna array suitable for broadband precision direction finding on missile platforms the array is configured as multiple sub arrays of spiral antennas that cover particular regions within the desired field of view of the entire array a lower cost more reliable and more accurate direction finding solution for missile needs is provided primarily by the elimination of conventional radomes and antenna gimbal structures the array can be configured to include multi mode sensors,fixed body wide field view conformal antenna array suitable broadband precision direction fixed body wide field view conformal antenna array suitable broadband precision direction finding missile platforms array multiple sub arrays spiral antennas cover particular regions within desired field view entire array lower cost reliable accurate direction finding solution missile needs provided primarily elimination conventional radomes antenna gimbal structures array include multi mode sensors,1,0,0,1
HH0100191,In a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal f,"In a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal for producing a reference square wave signal. A sawtooth signal, double the frequency of the reference signal and synchronized therewith, is compared with a variable input signal to be amplified. When the sawtooth exceeds the input signal a phase shifted version of the reference signal, shifted in phase in accord with the instantaneous amplitude of the variable signal is produced. A switching circuit logically governed by the reference and phase shifted signals produce a pulse width modulated output signal of a selected polarity. An output filter smooths the pulse width modulated output signal and steering diodes control the polarity of the switching circuit.",H01L,"In a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal f. In a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal for producing a reference square wave signal. A sawtooth signal, double the frequency of the reference signal and synchronized therewith, is compared with a variable input signal to be amplified. When the sawtooth exceeds the input signal a phase shifted version of the reference signal, shifted in phase in accord with the instantaneous amplitude of the variable signal is produced. A switching circuit logically governed by the reference and phase shifted signals produce a pulse width modulated output signal of a selected polarity. An output filter smooths the pulse width modulated output signal and steering diodes control the polarity of the switching circuit.",in a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal f in a digitally controlled amplifier circuit a dc power source is modulated by an oscillator signal for producing a reference square wave signal a sawtooth signal double the frequency of the reference signal and synchronized therewith is compared with a variable input signal to be amplified when the sawtooth exceeds the input signal a phase shifted version of the reference signal shifted in phase in accord with the instantaneous amplitude of the variable signal is produced a switching circuit logically governed by the reference and phase shifted signals produce a pulse width modulated output signal of a selected polarity an output filter smooths the pulse width modulated output signal and steering diodes control the polarity of the switching circuit,digitally controlled amplifier circuit power source modulated oscillator signal digitally controlled amplifier circuit power source modulated oscillator signal producing reference square wave signal sawtooth signal double frequency reference signal synchronized therewith compared variable input signal amplified sawtooth exceeds input signal phase shifted version reference signal shifted phase accord instantaneous amplitude variable signal produced switching circuit logically governed reference phase shifted signals produce pulse width modulated output signal selected polarity output filter smooths pulse width modulated output signal steering diodes control polarity switching circuit,0,0,0,1
HH0100192,A multi-rated delay multiplexing direct spread spectrum communication system the multiplicity of whi,"A multi-rated delay multiplexing direct spread spectrum communication system the multiplicity of which can be changed. The system performs control operation as quickly as possible by suppressing the output fluctuation within a narrow range so as to perform constant power transmission. A gain-variable amplifier is provided at the succeeding stage of a modulator and the gain of the amplifier is controlled by a control signal generated based on the detection signal of the output of a power amplifying section. A detecting and control section detects the RF output of a delay multiplexing spread signal by a diode, finds the average power by an integrator, and equalizes the output of the amplifier to a comparation voltage by a control signal which is generated on comparing the average power with the comparation voltage. However, when the output of the amplifier is equalized to the comparation voltage, the time constant of the integration performed by the section is kept small for a fixed period of time by using a control signal representing a simplex/multiplex part. Consequently, a multiplexing switching section can quickly control the power.",H01L,"A multi-rated delay multiplexing direct spread spectrum communication system the multiplicity of whi. A multi-rated delay multiplexing direct spread spectrum communication system the multiplicity of which can be changed. The system performs control operation as quickly as possible by suppressing the output fluctuation within a narrow range so as to perform constant power transmission. A gain-variable amplifier is provided at the succeeding stage of a modulator and the gain of the amplifier is controlled by a control signal generated based on the detection signal of the output of a power amplifying section. A detecting and control section detects the RF output of a delay multiplexing spread signal by a diode, finds the average power by an integrator, and equalizes the output of the amplifier to a comparation voltage by a control signal which is generated on comparing the average power with the comparation voltage. However, when the output of the amplifier is equalized to the comparation voltage, the time constant of the integration performed by the section is kept small for a fixed period of time by using a control signal representing a simplex/multiplex part. Consequently, a multiplexing switching section can quickly control the power.",a multi rated delay multiplexing direct spread spectrum communication system the multiplicity of whi a multi rated delay multiplexing direct spread spectrum communication system the multiplicity of which can be changed the system performs control operation as quickly as possible by suppressing the output fluctuation within a narrow range so as to perform constant power transmission a gain variable amplifier is provided at the succeeding stage of a modulator and the gain of the amplifier is controlled by a control signal generated based on the detection signal of the output of a power amplifying section a detecting and control section detects the rf output of a delay multiplexing spread signal by a diode finds the average power by an integrator and equalizes the output of the amplifier to a comparation voltage by a control signal which is generated on comparing the average power with the comparation voltage however when the output of the amplifier is equalized to the comparation voltage the time constant of the integration performed by the section is kept small for a fixed period of time by using a control signal representing a simplex multiplex part consequently a multiplexing switching section can quickly control the power,multi rated delay multiplexing direct spread spectrum communication multiplicity whi multi rated delay multiplexing direct spread spectrum communication multiplicity changed performs control operation quickly possible suppressing output fluctuation within narrow range perform constant power transmission gain variable amplifier provided succeeding stage modulator gain amplifier controlled control signal generated detection signal output power amplifying section detecting control section detects output delay multiplexing spread signal diode finds average power integrator equalizes output amplifier comparation voltage control signal generated comparing average power comparation voltage output amplifier equalized comparation voltage time constant integration performed section kept small fixed period time control signal representing simplex multiplex part consequently multiplexing switching section quickly control power,0,0,0,1
HH0100193,A current sensor has a measurement unit for measuring the current flowing through an electrical wire,"A current sensor has a measurement unit for measuring the current flowing through an electrical wire using electromagnetic induction caused by the magnetic flux around the electrical wire, a wireless transmission unit for wirelessly transmitting measurement results, a power generation unit for generating power using the same electromagnetic induction caused by the magnetic flux around the electrical wire, and a battery that is charged by the power generation unit and supplies power to the measurement unit and the wireless transmission unit. A sudden change in the current flowing through the electrical wire causes measurement to be carried out. The timing at which transmission is carried out is controlled according to the size of the current flowing through the electrical wire. When the measurement unit is measuring, power generation by the power generation unit is stopped. Measurement results obtained during insufficient charging are stored and sent after charge is secured.",H01L,"A current sensor has a measurement unit for measuring the current flowing through an electrical wire. A current sensor has a measurement unit for measuring the current flowing through an electrical wire using electromagnetic induction caused by the magnetic flux around the electrical wire, a wireless transmission unit for wirelessly transmitting measurement results, a power generation unit for generating power using the same electromagnetic induction caused by the magnetic flux around the electrical wire, and a battery that is charged by the power generation unit and supplies power to the measurement unit and the wireless transmission unit. A sudden change in the current flowing through the electrical wire causes measurement to be carried out. The timing at which transmission is carried out is controlled according to the size of the current flowing through the electrical wire. When the measurement unit is measuring, power generation by the power generation unit is stopped. Measurement results obtained during insufficient charging are stored and sent after charge is secured.",a current sensor has a measurement unit for measuring the current flowing through an electrical wire a current sensor has a measurement unit for measuring the current flowing through an electrical wire using electromagnetic induction caused by the magnetic flux around the electrical wire a wireless transmission unit for wirelessly transmitting measurement results a power generation unit for generating power using the same electromagnetic induction caused by the magnetic flux around the electrical wire and a battery that is charged by the power generation unit and supplies power to the measurement unit and the wireless transmission unit a sudden change in the current flowing through the electrical wire causes measurement to be carried out the timing at which transmission is carried out is controlled according to the size of the current flowing through the electrical wire when the measurement unit is measuring power generation by the power generation unit is stopped measurement results obtained during insufficient charging are stored and sent after charge is secured,current sensor measurement unit measuring current flowing electrical wire current sensor measurement unit measuring current flowing electrical wire electromagnetic induction caused magnetic flux around electrical wire wireless transmission unit wirelessly transmitting measurement results power generation unit generating power electromagnetic induction caused magnetic flux around electrical wire battery charged power generation unit supplies power measurement unit wireless transmission unit sudden change current flowing electrical wire causes measurement carried timing transmission carried controlled according size current flowing electrical wire measurement unit measuring power generation power generation unit stopped measurement results obtained insufficient charging stored sent charge secured,0,0,0,1
HH0100194,"A semiconductor device includes a substrate, an external connection terminal, a penetrating outer mo","A semiconductor device includes a substrate, an external connection terminal, a penetrating outer moat in a doughnut form, a first interconnection, a second interconnection and a conductor. The outer moat is formed in a portion of the substrate which surrounds the external connection terminal. The first interconnection is provided on one-surface side of the substrate which is surrounded by the outer moat and electrically connected to the external connection terminal. The second interconnection is provided on one-surface side of the semiconductor chip which lies outside the outer moat and electrically connected to an internal circuit. The conductor has a bent portion and electrically connects the first and second interconnections to each other.",H01L,"A semiconductor device includes a substrate, an external connection terminal, a penetrating outer mo. A semiconductor device includes a substrate, an external connection terminal, a penetrating outer moat in a doughnut form, a first interconnection, a second interconnection and a conductor. The outer moat is formed in a portion of the substrate which surrounds the external connection terminal. The first interconnection is provided on one-surface side of the substrate which is surrounded by the outer moat and electrically connected to the external connection terminal. The second interconnection is provided on one-surface side of the semiconductor chip which lies outside the outer moat and electrically connected to an internal circuit. The conductor has a bent portion and electrically connects the first and second interconnections to each other.",a semiconductor device includes a substrate an external connection terminal a penetrating outer mo a semiconductor device includes a substrate an external connection terminal a penetrating outer moat in a doughnut form a first interconnection a second interconnection and a conductor the outer moat is formed in a portion of the substrate which surrounds the external connection terminal the first interconnection is provided on one surface side of the substrate which is surrounded by the outer moat and electrically connected to the external connection terminal the second interconnection is provided on one surface side of the semiconductor chip which lies outside the outer moat and electrically connected to an internal circuit the conductor has a bent portion and electrically connects the first and second interconnections to each other,semiconductor substrate external connection terminal penetrating outer semiconductor substrate external connection terminal penetrating outer moat doughnut form interconnection interconnection conductor outer moat formed portion substrate surrounds external connection terminal interconnection provided surface side substrate surrounded outer moat electrically connected external connection terminal interconnection provided surface side semiconductor chip lies outside outer moat electrically connected internal circuit conductor bent portion electrically connects interconnections,1,1,0,0
HH0100195,"A high-definition, high-intensity display apparatus having a plurality of semiconductor thin film li","A high-definition, high-intensity display apparatus having a plurality of semiconductor thin film light emitting elements and a plurality of linear electrodes connecting a power source to the light emitting elements, the linear electrodes being disposed so as to minimize the voltage drop across the linear electrodes.",H01L,"A high-definition, high-intensity display apparatus having a plurality of semiconductor thin film li. A high-definition, high-intensity display apparatus having a plurality of semiconductor thin film light emitting elements and a plurality of linear electrodes connecting a power source to the light emitting elements, the linear electrodes being disposed so as to minimize the voltage drop across the linear electrodes.",a high definition high intensity display apparatus having a plurality of semiconductor thin film li a high definition high intensity display apparatus having a plurality of semiconductor thin film light emitting elements and a plurality of linear electrodes connecting a power source to the light emitting elements the linear electrodes being disposed so as to minimize the voltage drop across the linear electrodes,high definition high intensity display having semiconductor thin film high definition high intensity display having semiconductor thin film light emitting elements linear electrodes connecting power source light emitting elements linear electrodes disposed minimize voltage drop across linear electrodes,1,1,0,0
